,X_Minimum,X_Maximum,Y_Minimum,Y_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Length_of_Conveyer,TypesOfSteel_A300,TypesOfSteel_A400,Steel_Plate_Thickness,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,LogOfAreas,Log_X_Index,Log_Y_Index,Orientation_Index,Luminosity_Index,SigmoidOfAreas,Pastry,Z_Scratch,K_Scratch,Stains,Dirtiness,Bumps,Other_Faults_(Class)
891,936,944,597956.0,597966.0,50.0,10.0,10.0,5345.0,93,127,1692,1,0,60,0.8842,0.375,0.8,0.0047,0.8,1.0,1.0,1.699,0.9031,1.0,0.2,-0.1648,0.1852,0,0,0,0,0,1,1
892,1010,1017,673841.0,673860.0,88.0,14.0,19.0,9432.0,95,125,1692,1,0,60,0.7979,0.3383,0.3684,0.0041,0.5,1.0,1.0,1.9445,0.8451,1.2787,0.6316,-0.1626,0.2445,0,0,0,0,0,1,1
893,955,963,731417.0,731423.0,34.0,10.0,6.0,3553.0,91,119,1692,1,0,60,0.8617,0.2917,0.75,0.0047,0.8,1.0,0.0,1.5315,0.9031,0.7782,-0.25,-0.1836,0.1551,0,0,0,0,0,1,1
894,1297,1305,817238.0,817245.0,46.0,8.0,8.0,5226.0,97,133,1690,1,0,60,0.4556,0.1786,0.875,0.0047,1.0,0.875,0.0,1.6628,0.9031,0.8451,-0.125,-0.1124,0.1622,0,0,0,0,0,1,1
895,1116,1124,861912.0,861921.0,38.0,12.0,10.0,4409.0,104,132,1690,1,0,60,0.6698,0.4722,0.8889,0.0047,0.6667,0.9,1.0,1.5798,0.9031,0.9542,0.1111,-0.0935,0.1773,0,0,0,0,0,1,1
896,1307,1314,968156.0,968164.0,35.0,9.0,9.0,4108.0,102,132,1692,1,0,60,0.4468,0.375,0.875,0.0041,0.7778,0.8889,1.0,1.5441,0.8451,0.9031,0.125,-0.083,0.1622,0,0,0,0,0,1,1
897,935,947,1035255.0,1035264.0,66.0,14.0,9.0,6760.0,84,127,1690,1,0,60,0.8793,0.3889,0.75,0.0071,0.8571,1.0,0.0,1.8195,1.0792,0.9542,-0.25,-0.1998,0.215,0,0,0,0,0,1,1
898,565,572,1074269.0,1074276.0,39.0,9.0,7.0,4442.0,101,134,1690,1,0,60,0.6686,0.2041,1.0,0.0041,0.7778,1.0,0.5,1.5911,0.8451,0.8451,0.0,-0.1102,0.156,0,0,0,0,0,1,1
899,372,381,1131516.0,1131524.0,38.0,11.0,8.0,4304.0,96,125,1690,1,0,60,0.4402,0.4722,0.8889,0.0053,0.8182,1.0,0.0,1.5798,0.9542,0.9031,-0.1111,-0.1151,0.1773,0,0,0,0,0,1,1
900,1609,1616,1168986.0,1168994.0,32.0,9.0,8.0,3094.0,85,110,1688,1,0,60,0.0853,0.4286,0.875,0.0041,0.7778,1.0,1.0,1.5051,0.8451,0.9031,0.125,-0.2446,0.1622,0,0,0,0,0,1,1
901,748,758,1199744.0,1199753.0,67.0,12.0,10.0,7367.0,87,134,1690,1,0,60,0.8852,0.2556,0.9,0.0059,0.8333,0.9,0.0,1.8261,1.0,0.9542,-0.1,-0.141,0.1954,0,0,0,0,0,1,1
902,189,199,1290093.0,1290103.0,64.0,11.0,10.0,7736.0,103,145,1690,1,0,60,0.2237,0.36,1.0,0.0059,0.9091,1.0,0.5,1.8062,1.0,1.0,0.0,-0.0557,0.2061,0,0,0,0,0,1,1
903,1559,1573,1658945.0,1658959.0,115.0,19.0,14.0,10923.0,71,118,1694,1,0,60,0.1429,0.4133,1.0,0.0083,0.7368,1.0,0.5,2.0607,1.1461,1.1461,0.0,-0.258,0.33,0,0,0,0,0,1,1
904,764,779,2070108.0,2070121.0,134.0,20.0,13.0,13696.0,67,127,1692,1,0,60,0.9031,0.3128,0.8667,0.0089,0.75,1.0,0.0,2.1271,1.1761,1.1139,-0.1333,-0.2015,0.3285,0,0,0,0,0,1,1
905,1633,1642,2097069.0,2097080.0,69.0,12.0,11.0,6235.0,77,109,1692,1,0,60,0.0591,0.303,0.8182,0.0053,0.75,1.0,1.0,1.8389,0.9542,1.0414,0.1818,-0.294,0.2051,0,0,0,0,0,1,1
906,133,142,2243918.0,2243932.0,101.0,12.0,14.0,11300.0,95,135,1692,1,0,60,0.1572,0.1984,0.6429,0.0053,0.75,1.0,1.0,2.0043,0.9542,1.1461,0.3571,-0.1259,0.2359,0,0,0,0,0,1,1
908,973,986,2563697.0,2563708.0,93.0,14.0,11.0,9363.0,75,119,1690,1,0,60,0.8331,0.3496,0.8461,0.0077,0.9286,1.0,0.0,1.9685,1.1139,1.0414,-0.1539,-0.2135,0.257,0,0,0,0,0,1,1
909,1627,1637,2637324.0,2637334.0,68.0,10.0,10.0,6567.0,83,109,1690,1,0,60,0.0627,0.32,1.0,0.0059,1.0,1.0,0.5,1.8325,1.0,1.0,0.0,-0.2455,0.2061,0,0,0,0,0,1,1
910,967,976,2690125.0,2690135.0,67.0,13.0,10.0,6947.0,84,119,1690,1,0,60,0.845,0.2556,0.9,0.0053,0.6923,1.0,1.0,1.8261,0.9542,1.0,0.1,-0.19,0.1954,0,0,0,0,0,1,1
911,1126,1135,2829623.0,2829653.0,166.0,23.0,31.0,18674.0,91,132,1692,1,0,60,0.6584,0.3852,0.3,0.0053,0.3913,0.9677,1.0,2.2201,0.9542,1.4771,0.7,-0.1211,0.4465,0,0,0,0,0,1,1
912,561,571,2993150.0,2993160.0,75.0,13.0,10.0,8457.0,93,135,1692,1,0,60,0.6631,0.25,1.0,0.0059,0.7692,1.0,0.5,1.8751,1.0,1.0,0.0,-0.1191,0.2061,0,0,0,0,0,1,1
913,1338,1348,3023370.0,3023381.0,82.0,14.0,11.0,9124.0,93,127,1694,1,0,60,0.4085,0.2546,0.9091,0.0059,0.7143,1.0,1.0,1.9138,1.0,1.0414,0.0909,-0.1307,0.2173,0,0,0,0,0,1,1
914,1357,1370,3378464.0,3378474.0,81.0,15.0,10.0,8996.0,91,133,1692,1,0,60,0.3806,0.3769,0.7692,0.0077,0.8667,1.0,0.0,1.9085,1.1139,1.0,-0.2308,-0.1323,0.2408,0,0,0,0,0,1,1
915,512,521,3406368.0,3406376.0,55.0,11.0,8.0,6241.0,97,133,1692,1,0,60,0.6052,0.2361,0.8889,0.0053,0.8182,1.0,0.0,1.7404,0.9542,0.9031,-0.1111,-0.1135,0.1773,0,0,0,0,0,1,1
916,1606,1620,3457631.0,3457651.0,208.0,23.0,21.0,17619.0,61,109,1686,1,0,60,0.0783,0.2571,0.7,0.0083,0.6087,0.9524,1.0,2.3181,1.1461,1.301,0.3,-0.3382,0.463,0,0,0,0,0,1,1
917,532,544,3581245.0,3581267.0,148.0,25.0,23.0,16061.0,91,127,1686,1,0,60,0.6311,0.4394,0.5454,0.0071,0.48,0.9565,1.0,2.1703,1.0792,1.3424,0.4545,-0.1522,0.4366,0,0,0,0,0,1,1
918,1393,1402,92878.0,92896.0,126.0,15.0,18.0,12598.0,84,124,1688,1,0,60,0.3389,0.2222,0.5,0.0053,0.6,1.0,1.0,2.1004,0.9542,1.2553,0.5,-0.2189,0.2819,0,0,0,0,0,1,1
919,744,757,113269.0,113291.0,162.0,21.0,23.0,17124.0,85,124,1690,1,0,60,0.8805,0.4336,0.5909,0.0077,0.6191,0.9565,1.0,2.2095,1.1139,1.3424,0.4091,-0.1742,0.4729,0,0,0,0,0,1,1
920,595,607,140744.0,140756.0,100.0,15.0,12.0,11247.0,85,132,1692,1,0,60,0.7033,0.3056,1.0,0.0071,0.8,1.0,0.5,2.0,1.0792,1.0792,0.0,-0.1213,0.2583,0,0,0,0,0,1,1
922,908,914,414919.0,414931.0,52.0,11.0,12.0,5249.0,86,118,1692,1,0,60,0.9196,0.2778,0.5,0.0036,0.5454,1.0,1.0,1.716,0.7782,1.0792,0.5,-0.2114,0.1773,0,0,0,0,0,1,1
923,368,380,484193.0,484208.0,138.0,17.0,16.0,15501.0,91,135,1690,1,0,60,0.4355,0.2333,0.8,0.0071,0.7059,0.9375,1.0,2.1399,1.0792,1.1761,0.2,-0.1225,0.3068,0,0,0,0,0,1,1
924,1628,1638,589740.0,589752.0,87.0,15.0,12.0,8047.0,82,109,1692,1,0,60,0.0638,0.275,0.8333,0.0059,0.6667,1.0,1.0,1.9395,1.0,1.0792,0.1667,-0.2774,0.2288,0,0,0,0,0,1,1
925,213,223,625577.0,625588.0,87.0,16.0,11.0,9527.0,84,132,1692,1,0,60,0.2518,0.2091,0.9091,0.0059,0.625,1.0,1.0,1.9395,1.0,1.0414,0.0909,-0.1445,0.2173,0,0,0,0,0,1,1
926,117,124,800126.0,800138.0,56.0,10.0,12.0,6459.0,104,132,1690,1,0,60,0.1385,0.3333,0.5833,0.0041,0.7,1.0,1.0,1.7482,0.8451,1.0792,0.4167,-0.0989,0.1892,0,0,0,0,0,1,1
928,129,140,970962.0,970972.0,66.0,14.0,10.0,7537.0,101,131,1684,1,0,60,0.1532,0.4,0.9091,0.0065,0.7857,1.0,0.0,1.8195,1.0414,1.0,-0.0909,-0.1078,0.2173,0,0,0,0,0,1,1
929,104,120,1046565.0,1046583.0,184.0,20.0,18.0,19728.0,77,133,1688,1,0,60,0.1232,0.3611,0.8889,0.0095,0.8,1.0,1.0,2.2648,1.2041,1.2553,0.1111,-0.1624,0.4763,0,0,0,0,0,1,1
931,1051,1066,1250608.0,1250629.0,184.0,23.0,21.0,20124.0,82,127,1690,1,0,60,0.7385,0.4159,0.7143,0.0089,0.6522,1.0,1.0,2.2648,1.1761,1.3222,0.2857,-0.1455,0.5212,0,0,0,0,0,1,1
932,539,547,1294968.0,1294979.0,70.0,9.0,11.0,7964.0,94,133,1688,1,0,60,0.6386,0.2045,0.7273,0.0047,0.8889,1.0,1.0,1.8451,0.9031,1.0414,0.2727,-0.1112,0.1934,0,0,0,0,0,1,1
933,947,960,1388292.0,1388304.0,107.0,15.0,12.0,10416.0,65,119,1690,1,0,60,0.8639,0.3141,0.9231,0.0077,0.8667,1.0,0.0,2.0294,1.1139,1.0792,-0.0769,-0.2395,0.2739,0,0,0,0,0,1,1
934,541,556,1540628.0,1540636.0,84.0,17.0,8.0,9571.0,99,133,1690,1,0,60,0.6402,0.3,0.5333,0.0089,0.8824,1.0,0.0,1.9243,1.1761,0.9031,-0.4667,-0.1098,0.2288,0,0,0,0,0,1,1
935,118,128,1566617.0,1566638.0,126.0,22.0,21.0,13355.0,90,119,1690,1,0,60,0.1396,0.4,0.4762,0.0059,0.4545,1.0,1.0,2.1004,1.0,1.3222,0.5238,-0.1719,0.3509,0,0,0,0,0,1,1
936,1063,1071,1593977.0,1593992.0,90.0,12.0,15.0,10036.0,93,135,1692,1,0,60,0.734,0.25,0.5333,0.0047,0.6667,1.0,1.0,1.9542,0.9031,1.1761,0.4667,-0.1288,0.2288,0,0,0,0,0,1,1
937,1084,1096,1635847.0,1635864.0,144.0,16.0,17.0,15517.0,84,134,1694,1,0,60,0.706,0.2941,0.7059,0.0071,0.75,1.0,1.0,2.1584,1.0792,1.2305,0.2941,-0.1582,0.3419,0,0,0,0,0,1,1
938,1531,1539,1757997.0,1758011.0,67.0,13.0,15.0,6652.0,86,111,1688,1,0,60,0.1765,0.4018,0.5714,0.0047,0.6154,0.9333,1.0,1.8261,0.9031,1.1461,0.4286,-0.2244,0.2195,0,0,0,0,0,1,1
939,24,33,2089982.0,2089996.0,94.0,13.0,14.0,8943.0,78,109,1690,1,0,60,0.0284,0.254,0.6429,0.0053,0.6923,1.0,1.0,1.9731,0.9542,1.1461,0.3571,-0.2567,0.2359,0,0,0,0,0,1,1
940,155,168,2274364.0,2274383.0,163.0,18.0,19.0,18196.0,93,133,1688,1,0,60,0.1837,0.3401,0.6842,0.0077,0.7222,1.0,1.0,2.2122,1.1139,1.2787,0.3158,-0.1279,0.4089,0,0,0,0,0,1,1
941,1005,1030,2315017.0,2315030.0,204.0,30.0,17.0,22388.0,95,124,1690,1,0,60,0.7811,0.3723,0.52,0.0148,0.8333,0.7647,0.0,2.3096,1.3979,1.1139,-0.48,-0.1426,0.5378,0,0,0,0,0,1,1
942,30,38,2488268.0,2488282.0,78.0,10.0,14.0,7387.0,79,110,1692,1,0,60,0.0355,0.3036,0.5714,0.0047,0.8,1.0,1.0,1.8921,0.9031,1.1461,0.4286,-0.2601,0.2195,0,0,0,0,0,1,1
943,881,891,2921961.0,2921970.0,62.0,11.0,9.0,6294.0,80,118,1688,1,0,60,0.9443,0.3111,0.9,0.0059,0.9091,1.0,0.0,1.7924,1.0,0.9542,-0.1,-0.2069,0.1954,0,0,0,0,0,1,1
944,280,292,2946689.0,2946700.0,110.0,15.0,11.0,11881.0,83,133,1690,1,0,60,0.3314,0.1667,0.9167,0.0071,0.8,1.0,0.0,2.0414,1.0792,1.0414,-0.0833,-0.1562,0.2432,0,0,0,0,0,1,1
945,1250,1262,3294606.0,3294616.0,65.0,14.0,10.0,7394.0,103,127,1690,1,0,60,0.5065,0.4583,0.8333,0.0071,0.8571,1.0,0.0,1.8129,1.0792,1.0,-0.1667,-0.1113,0.2288,0,0,0,0,0,1,1
946,1317,1326,3426581.0,3426590.0,58.0,11.0,9.0,6412.0,97,124,1692,1,0,60,0.4326,0.284,1.0,0.0053,0.8182,1.0,0.5,1.7634,0.9542,0.9542,0.0,-0.1363,0.1862,0,0,0,0,0,1,1
947,438,447,3579130.0,3579140.0,68.0,11.0,10.0,7579.0,94,132,1688,1,0,60,0.519,0.2444,0.9,0.0053,0.8182,1.0,1.0,1.8325,0.9542,1.0,0.1,-0.1293,0.1954,0,0,0,0,0,1,1
950,1674,1684,1161637.0,1161649.0,59.0,14.0,12.0,4717.0,72,93,1692,1,0,70,0.0095,0.5083,0.8333,0.0059,0.7143,1.0,1.0,1.7708,1.0,1.0792,0.1667,-0.3754,0.2288,0,0,0,0,0,1,1
951,1678,1687,1465348.0,1465360.0,71.0,11.0,12.0,3944.0,22,86,1690,1,0,70,0.0036,0.3426,0.75,0.0053,0.8182,1.0,1.0,1.8513,0.9542,1.0792,0.25,-0.566,0.215,0,0,0,0,0,1,1
954,1638,1647,3009085.0,3009096.0,66.0,16.0,11.0,6385.0,88,109,1692,1,0,70,0.0532,0.3333,0.8182,0.0053,0.5625,1.0,1.0,1.8195,0.9542,1.0414,0.1818,-0.2442,0.2051,0,0,0,0,0,1,1
955,677,686,3379334.0,3379344.0,69.0,12.0,10.0,7774.0,95,132,1682,1,0,70,0.805,0.2333,0.9,0.0054,0.75,1.0,1.0,1.8389,0.9542,1.0,0.1,-0.1198,0.1954,0,0,0,0,0,1,1
956,1575,1590,3403338.0,3403364.0,255.0,25.0,26.0,23784.0,77,109,1684,1,0,70,0.1116,0.3462,0.5769,0.0089,0.6,1.0,1.0,2.4065,1.1761,1.415,0.4231,-0.2713,0.6422,0,0,0,0,0,1,1
957,723,734,3857540.0,3857548.0,78.0,13.0,8.0,8757.0,87,132,1688,1,0,70,0.8566,0.1136,0.7273,0.0065,0.8461,1.0,0.0,1.8921,1.0414,0.9031,-0.2727,-0.1229,0.1934,0,0,0,0,0,1,1
958,759,768,3896732.0,3896740.0,54.0,10.0,8.0,6028.0,90,127,1690,1,0,70,0.8982,0.25,0.8889,0.0053,0.9,1.0,0.0,1.7324,0.9542,0.9031,-0.1111,-0.1279,0.1773,0,0,0,0,0,1,1
959,188,198,3942253.0,3942263.0,74.0,11.0,10.0,8375.0,95,134,1688,1,0,70,0.2227,0.26,1.0,0.0059,0.9091,1.0,0.5,1.8692,1.0,1.0,0.0,-0.1158,0.2061,0,0,0,0,0,1,1
960,339,355,3962284.0,3962304.0,250.0,20.0,20.0,25833.0,77,124,1692,1,0,70,0.4007,0.2188,0.8,0.0095,0.8,1.0,1.0,2.3979,1.2041,1.301,0.2,-0.1927,0.5296,0,0,0,0,0,1,1
961,143,151,3986260.0,3986268.0,51.0,10.0,8.0,5716.0,102,125,1694,1,0,70,0.1688,0.2031,1.0,0.0047,0.8,1.0,0.5,1.7076,0.9031,0.9031,0.0,-0.1244,0.1696,0,0,0,0,0,1,1
962,868,879,4048592.0,4048602.0,86.0,11.0,10.0,8851.0,90,117,1688,1,0,70,0.9585,0.2182,0.9091,0.0065,1.0,1.0,0.0,1.9345,1.0414,1.0,-0.0909,-0.196,0.2173,0,0,0,0,0,1,1
963,396,404,99636.0,99644.0,55.0,10.0,8.0,6860.0,111,142,1690,1,0,70,0.4686,0.1406,1.0,0.0047,0.8,1.0,0.5,1.7404,0.9031,0.9031,0.0,-0.0256,0.1696,0,0,0,0,0,1,1
964,508,518,257756.0,257770.0,110.0,13.0,14.0,12127.0,92,132,1686,1,0,70,0.6026,0.2143,0.7143,0.0059,0.7692,1.0,1.0,2.0414,1.0,1.1461,0.2857,-0.1387,0.2532,0,0,0,0,0,1,1
966,251,260,961360.0,961371.0,67.0,11.0,11.0,7550.0,99,125,1364,1,0,70,0.368,0.3232,0.8182,0.0066,0.8182,1.0,1.0,1.8261,0.9542,1.0414,0.1818,-0.1196,0.2051,0,0,0,0,0,1,1
967,682,693,1620649.0,1620667.0,126.0,15.0,18.0,14330.0,104,133,1354,0,1,40,0.9764,0.3636,0.6111,0.0081,0.7333,1.0,1.0,2.1004,1.0414,1.2553,0.3889,-0.1115,0.3329,0,0,0,0,0,1,1
968,19,24,1709640.0,1709661.0,76.0,13.0,21.0,9498.0,118,135,1358,0,1,40,0.028,0.2762,0.2381,0.0037,0.3846,1.0,1.0,1.8808,0.699,1.3222,0.7619,-0.0236,0.2116,0,0,0,0,0,1,1
970,920,928,1862719.0,1862728.0,52.0,9.0,9.0,5816.0,101,126,1358,0,1,40,0.6333,0.2778,0.8889,0.0059,0.8889,1.0,1.0,1.716,0.9031,0.9542,0.1111,-0.1262,0.1773,0,0,0,0,0,1,1
971,21,27,1988956.0,1988984.0,112.0,21.0,28.0,13196.0,110,132,1356,0,1,40,0.031,0.3333,0.2143,0.0044,0.2857,1.0,1.0,2.0492,0.7782,1.4472,0.7857,-0.0795,0.2901,0,0,0,0,0,1,1
972,57,64,2014358.0,2014368.0,59.0,11.0,10.0,7052.0,107,134,1356,0,1,40,0.0841,0.1571,0.7,0.0052,0.6364,1.0,1.0,1.7708,0.8451,1.0,0.3,-0.0662,0.1753,0,0,0,0,0,1,1
973,205,214,2039121.0,2039135.0,84.0,14.0,14.0,9767.0,105,132,1356,0,1,40,0.3024,0.3333,0.6429,0.0066,0.6429,1.0,1.0,1.9243,0.9542,1.1461,0.3571,-0.0916,0.2359,0,0,0,0,0,1,1
974,1327,1332,2062989.0,2063003.0,55.0,11.0,14.0,6074.0,102,124,1354,0,1,40,0.0325,0.2143,0.3571,0.0037,0.4545,1.0,1.0,1.7404,0.699,1.1461,0.6429,-0.1372,0.1753,0,0,0,0,0,1,1
975,482,490,2102085.0,2102099.0,68.0,14.0,14.0,7747.0,105,127,1354,0,1,40,0.712,0.3929,0.5714,0.0059,0.5714,1.0,1.0,1.8325,0.9031,1.1461,0.4286,-0.1099,0.2195,0,0,0,0,0,1,1
976,1317,1324,2166062.0,2166078.0,78.0,12.0,16.0,9381.0,110,132,1352,0,1,40,0.0414,0.3036,0.4375,0.0052,0.5833,1.0,1.0,1.8921,0.8451,1.2041,0.5625,-0.0604,0.2195,0,0,0,0,0,1,1
977,17,23,2433462.0,2433491.0,122.0,16.0,29.0,14032.0,107,127,1352,0,1,40,0.0251,0.2988,0.2069,0.0044,0.375,1.0,1.0,2.0864,0.7782,1.4624,0.7931,-0.1014,0.2984,0,0,0,0,0,1,1
978,828,837,2451285.0,2451296.0,67.0,13.0,11.0,8107.0,112,134,1350,0,1,40,0.76,0.3232,0.8182,0.0067,0.6923,1.0,1.0,1.8261,0.9542,1.0414,0.1818,-0.0547,0.2051,0,0,0,0,0,1,1
979,724,733,3320084.0,3320092.0,56.0,14.0,8.0,5857.0,87,124,1380,0,1,40,0.9377,0.2222,0.8889,0.0065,0.6429,1.0,0.0,1.7482,0.9542,0.9031,-0.1111,-0.1829,0.1773,0,0,0,0,0,1,1
980,593,603,3384541.0,3384556.0,101.0,15.0,15.0,11431.0,99,125,1376,0,1,40,0.8619,0.3267,0.6667,0.0073,0.6667,1.0,1.0,2.0043,1.0,1.1761,0.3333,-0.1158,0.266,0,0,0,0,0,1,1
981,1049,1058,3577116.0,3577127.0,67.0,12.0,11.0,7881.0,106,132,1376,0,1,40,0.4622,0.3232,0.8182,0.0065,0.75,1.0,1.0,1.8261,0.9542,1.0414,0.1818,-0.081,0.2051,0,0,0,0,0,1,1
982,1312,1322,4118358.0,4118372.0,77.0,15.0,14.0,8558.0,104,119,1350,0,1,40,0.0415,0.45,0.7143,0.0074,0.6667,1.0,1.0,1.8865,1.0,1.1461,0.2857,-0.1317,0.2532,0,0,0,0,0,1,1
983,459,470,4165780.0,4165792.0,89.0,14.0,12.0,10504.0,108,127,1352,0,1,40,0.679,0.3258,0.9167,0.0081,0.7857,1.0,1.0,1.9494,1.0414,1.0792,0.0833,-0.078,0.2432,0,0,0,0,0,1,1
984,487,497,4186980.0,4186988.0,52.0,20.0,8.0,6999.0,130,141,1352,0,1,40,0.7204,0.35,0.8,0.0074,0.5,1.0,0.0,1.716,1.0,0.9031,-0.2,0.0515,0.1852,0,0,0,0,0,1,1
986,576,586,1581945.0,1581952.0,54.0,12.0,7.0,7555.0,123,159,1652,1,0,69,0.6973,0.2286,0.7,0.006,0.8333,1.0,0.0,1.7324,1.0,0.8451,-0.3,0.093,0.1753,0,0,0,0,0,1,1
987,1582,1592,1612840.0,1612870.0,193.0,25.0,30.0,18218.0,78,111,1654,1,0,69,0.075,0.3567,0.3333,0.006,0.4,1.0,1.0,2.2856,1.0,1.4771,0.6667,-0.2625,0.4963,0,0,0,0,0,1,1
988,967,982,1659737.0,1659760.0,223.0,24.0,23.0,21349.0,63,124,1652,1,0,69,0.8111,0.3536,0.6522,0.0091,0.625,1.0,1.0,2.3483,1.1761,1.3617,0.3478,-0.2521,0.5708,0,0,0,0,0,1,1
989,1287,1296,1695433.0,1695447.0,86.0,16.0,14.0,9848.0,100,133,1652,1,0,69,0.431,0.3175,0.6429,0.0055,0.5625,1.0,1.0,1.9345,0.9542,1.1461,0.3571,-0.1054,0.2359,0,0,0,0,0,1,1
990,1285,1293,1715283.0,1715307.0,110.0,20.0,24.0,12413.0,100,127,1650,1,0,69,0.4327,0.4271,0.3333,0.0049,0.4,1.0,1.0,2.0414,0.9031,1.3802,0.6667,-0.1184,0.3241,0,0,0,0,0,1,1
991,57,67,4121201.0,4121214.0,81.0,16.0,13.0,9137.0,98,127,1646,1,0,69,0.0693,0.3769,0.7692,0.0061,0.625,1.0,1.0,1.9085,1.0,1.1139,0.2308,-0.1187,0.2408,0,0,0,0,0,1,1
997,305,313,836762.0,836771.0,51.0,10.0,9.0,5779.0,92,134,1690,1,0,150,0.3609,0.2917,0.8889,0.0047,0.8,1.0,1.0,1.7076,0.9031,0.9542,0.1111,-0.1147,0.1773,0,0,0,0,0,1,1
998,1041,1056,1276792.0,1276817.0,252.0,20.0,25.0,28061.0,92,135,1652,1,0,100,0.7215,0.328,0.6,0.0091,0.75,1.0,1.0,2.4014,1.1761,1.3979,0.4,-0.1301,0.6189,0,0,0,0,0,1,1
999,1261,1273,1592233.0,1592247.0,102.0,24.0,15.0,13464.0,118,149,1650,1,0,100,0.457,0.3929,0.8571,0.0073,0.5,0.9333,1.0,2.0086,1.0792,1.1461,0.1429,0.0313,0.2901,0,0,0,0,0,1,1
1001,814,823,119924.0,119932.0,52.0,10.0,8.0,4695.0,74,103,1662,1,0,100,0.9795,0.2778,0.8889,0.0054,0.9,1.0,0.0,1.716,0.9542,0.9031,-0.1111,-0.2946,0.1773,0,0,0,0,0,1,1
1003,1161,1170,2173332.0,2173340.0,56.0,10.0,9.0,5966.0,90,124,1710,1,0,100,0.6316,0.2222,0.8889,0.0053,0.9,0.8889,0.0,1.7482,0.9542,0.9031,-0.1111,-0.1677,0.1773,0,0,0,0,0,1,1
1004,912,927,3597508.0,3597517.0,56.0,19.0,11.0,7390.0,120,143,1658,1,0,100,0.8818,0.5852,0.6,0.0091,0.7895,0.8182,0.0,1.7482,1.1761,0.9542,-0.4,0.031,0.2469,0,0,0,0,0,1,1
1005,1145,1154,595201.0,595245.0,226.0,23.0,44.0,24834.0,93,126,1358,1,0,100,0.3004,0.4293,0.2045,0.0066,0.3913,1.0,1.0,2.3541,0.9542,1.6435,0.7954,-0.1415,0.6514,0,0,0,0,0,1,1
1006,1307,1325,971525.0,971551.0,187.0,32.0,28.0,20916.0,101,126,1358,1,0,100,0.0486,0.6004,0.6923,0.0132,0.5625,0.9286,1.0,2.2718,1.2553,1.415,0.3077,-0.1262,0.7512,0,0,0,0,0,1,1
1007,557,567,1130873.0,1130901.0,171.0,23.0,28.0,17836.0,92,124,1360,1,0,100,0.8191,0.3893,0.3571,0.0074,0.4348,1.0,1.0,2.233,1.0,1.4472,0.6429,-0.1851,0.463,0,0,0,0,0,1,1
1009,1272,1285,1954485.0,1954498.0,120.0,17.0,13.0,12847.0,83,132,1360,1,0,100,0.1103,0.2899,1.0,0.0096,0.7647,1.0,0.5,2.0792,1.1139,1.1139,0.0,-0.1636,0.2914,0,0,0,0,0,1,1
1011,1175,1187,2488529.0,2488541.0,111.0,14.0,12.0,11868.0,93,124,1352,1,0,100,0.2441,0.2292,1.0,0.0089,0.8571,1.0,0.5,2.0453,1.0792,1.0792,0.0,-0.1647,0.2583,0,0,0,0,0,1,1
1012,1307,1316,2633467.0,2633484.0,96.0,21.0,18.0,11447.0,108,134,1362,1,0,100,0.0676,0.3726,0.5294,0.0066,0.4286,0.9444,1.0,1.9823,0.9542,1.2305,0.4706,-0.0684,0.2699,0,0,0,0,0,1,1
1013,919,931,3178549.0,3178563.0,133.0,14.0,14.0,14163.0,84,126,1358,1,0,100,0.6289,0.2083,0.8571,0.0088,0.8571,1.0,1.0,2.1239,1.0792,1.1461,0.1429,-0.1681,0.2901,0,0,0,0,0,1,1
1015,661,669,2183073.0,2183084.0,69.0,11.0,11.0,6811.0,78,116,1362,1,0,120,0.9706,0.2159,0.7273,0.0059,0.7273,1.0,1.0,1.8389,0.9031,1.0414,0.2727,-0.2288,0.1934,0,0,0,0,0,1,1
1016,553,567,745890.0,745905.0,165.0,16.0,15.0,16601.0,70,124,1632,1,0,100,0.6777,0.2143,0.9333,0.0086,0.875,1.0,1.0,2.2175,1.1461,1.1761,0.0667,-0.214,0.3509,0,0,0,0,0,1,1
1017,1467,1482,1144047.0,1144070.0,245.0,20.0,23.0,23122.0,56,118,1656,1,0,80,0.2101,0.2899,0.6522,0.0091,0.75,1.0,1.0,2.3892,1.1761,1.3617,0.3478,-0.2627,0.5708,0,0,0,0,0,1,1
1018,929,939,1248676.0,1248687.0,88.0,13.0,11.0,9120.0,88,118,1656,1,0,80,0.8659,0.2,0.9091,0.006,0.7692,1.0,1.0,1.9445,1.0,1.0414,0.0909,-0.1903,0.2173,0,0,0,0,0,1,1
1019,165,176,1293999.0,1294012.0,106.0,11.0,13.0,11973.0,96,128,1654,1,0,80,0.1995,0.2587,0.8461,0.0066,1.0,1.0,1.0,2.0253,1.0414,1.1139,0.1539,-0.1176,0.257,0,0,0,0,0,1,1
1020,267,280,1786108.0,1786124.0,154.0,19.0,16.0,17564.0,93,132,1656,1,0,80,0.3225,0.2596,0.8125,0.0078,0.6842,1.0,1.0,2.1875,1.1139,1.2041,0.1875,-0.109,0.3479,0,0,0,0,0,1,1
